PlInf_Ht,PlInf_Wt,PlInf_DftYr,PlInf_DftRd,PlInf_Ovrl,PlInf_Debut,PlInf_Age,PlInf_Seasons,PlInf_NHLid,PrimStat_GP,PrimStat_G,PrimStat_A,PrimStat_A1,PrimStat_PTS,PrimStat_Rnk,PrimStat_Gap,PrimStat_PTS/GP,PrimStat_PAX,PrimStat_GC,PrimStat_+/-,PrimStat_E+/-,PrimStat_PIM,PrimStat_Shifts,PrimStat_TOI,PrimStat_TOI.1,PrimStat_TOI.2,PrimStat_TOI.3,PrimStat_TOI/GP,PrimStat_TOI%,PrimStat_IPP%,IndStat_iCF,IndStat_iCF.1,IndStat_iCF.2,IndStat_iFF,IndStat_iFF.1,IndStat_iSF,IndStat_iSCF,IndStat_iHDCF,IndStat_iRush,IndStat_iReb,IndStat_iDS,IndStat_ixG,IndStat_sDist,IndStat_Pass,IndStat_TOff,IndStat_TOff/60,IndStat_OZS,IndStat_NZS,IndStat_DZS,IndStat_ZS%,IndStat_iHF,IndStat_iHF.1,IndStat_iHA,IndStat_iHDf,IndStat_iMiss,IndStat_iGVA,IndStat_iTKA,IndStat_iBLK,IndStat_BLK%,FaceStat_iFOW,FaceStat_iFOL,FaceStat_FO%,FaceStat_dzFOW,FaceStat_dzFOL,FaceStat_nzFOW,FaceStat_nzFOL,FaceStat_ozFOW,FaceStat_ozFOL,FaceStat_FOW.Up,FaceStat_FOL.Up,FaceStat_FOW.Down,FaceStat_FOL.Down,FaceStat_FOW.Close,FaceStat_FOL.Close,IndGoalStat_Hat,IndGoalStat_OTG,IndGoalStat_1G,IndGoalStat_GWG,IndGoalStat_ENG,IndGoalStat_PSG,IndGoalStat_PSA,IndGoalStat_G.Bkhd,IndGoalStat_G.Dflct,IndGoalStat_G.Slap,IndGoalStat_G.Snap,IndGoalStat_G.Tip,IndGoalStat_G.Wrap,IndGoalStat_G.Wrst,IndGoalStat_CBar_,IndGoalStat_Post,IndGoalStat_Over,IndGoalStat_Wide,IndGoalStat_S.Bkhd,IndGoalStat_S.Dflct,IndGoalStat_S.Slap,IndGoalStat_S.Snap,IndGoalStat_S.Tip,IndGoalStat_S.Wrap,IndGoalStat_S.Wrst,PenStat_iPenT,PenStat_iPenD,PenStat_iPENT,PenStat_iPENT2,PenStat_iPENT5,PenStat_iPEND,PenStat_iPEND2,PenStat_iPEND5,PenStat_iPenDf,PenStat_NPD,PenStat_Min,PenStat_Maj,PenStat_Match,PenStat_Misc,PenStat_Game,OITStat_CF,OITStat_CA,OITStat_FF,OITStat_FA,OITStat_SF,OITStat_SA,OITStat_xGF,OITStat_xGA,OITStat_GF,OITStat_GA,OITStat_SH%,OITStat_SV%,OITStat_PDO,OITStat_CF.1,OITStat_CA.1,OITStat_FF.1,OITStat_FA.1,OITStat_SF.1,OITStat_SA.1,OITStat_GF.1,OITStat_GA.1,OITStat_SCF,OITStat_SCA,OITStat_HDCF,OITStat_HDCA,OITStat_HDGF,OITStat_HDGA,OITStat_PENT,OITStat_PEND,CatAll_OPS,CatAll_DPS,CatAll_PS,CatAll_GS,CatAll_GS/G,CatAll_Star,CatAll_OWAR,CatAll_DWAR,CatAll_WAR,Other_SOS,Other_SOG,Other_SOGDG,Other_Grit,Other_DAP,Other_Pres,Other_IceF,Other_IceA,Other_CPP,Other_CPP.1,Other_Pace,Other_CruG,Other_CruA1,Other_CruA2,Other_CriG,Other_CriA1,Other_CriA2,Other_MGL,Other_CHIP,ContInf_Salary,ContInf_Cap_Hit,CarStat_GP.1,CarStat_G.1,CarStat_A.1,CarStat_PTS.1,CarStat_+/-.1,CarStat_PIM.1,CarStat_Shot,CarStat_TOI.4,CarStat_OPS.1,CarStat_DPS.1,CarStat_PS.1
74,208,-1.0,-1.0,-1.0,2015,26,3,8477903,59,4,9,7,13,13,71,0.22033898305084745,1.1999999999999993,4.606,3,5.3,88,905,40826,680.43333333333,680.4,680,11.53276836158192,19.5,0.5,120,120,120,98,98,68,80,43,8,6,14,7.77,32.4559,193.6,313.6,27.654320987654327,196,224,173,0.5311653116531165,154,153,84,69,30,17,17,32,0.06374501992031872,1,9,0.1,0,1,0,2,1,6,0,1,1,2,1,7,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,4,26,9,3,4,10,6,0,36,27,17,27,21,6,21,16,5,-10,-3.9859999999999998,19,6,0,2,0,663,647,505,470,338,332,28.35,26.94,26,28,0.07692307692307693,0.9156626506024097,0.9925857275254866,667,647,509,470,341,332,27,28,316,297,139,112,18,11,64,66,-0.2,1.0,0.8,19.07,0.32322033898305086,0.5108,-0.01,-0.04,-0.05,0.0,0.0,0.0,280,9.0,0.0262232171,70,62,4.199999999999999,12.2028,115.52028218694886,3,4,2,1,2,1,0.0,0.0,650000,650000,99,5,16,21,2,163,101,1086,-0.30000000000000004,1.4,1.1
73,210,2010.0,6.0,168.0,2014,27,4,8475868,32,1,2,0,3,25,61,0.09375,-3.5,1.113,-1,-0.8,27,596,25804,430.06666666667,430.45,430,13.439583333333333,22.74,0.2,54,54,54,38,38,25,12,3,2,0,2,0.89,49.32,0.0,54.0,7.527006620978046,140,146,127,0.5243445692883895,40,40,55,-15,13,16,7,31,0.0856353591160221,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,13,1,0,7,3,0,0,14,12,5,11,10,1,6,5,1,-7,-3.036,11,1,0,0,0,362,460,278,331,199,242,13.6,17.28,15,14,0.07537688442211055,0.9421487603305785,1.017525644752689,364,462,280,333,201,244,15,15,165,215,68,69,9,9,42,25,-0.1,0.7,0.6000000000000001,-0.18,-0.005625,0.22710000000000002,-0.12,-0.27,-0.39,0.0,0.0,0.0,99,4.2727272727272725,0.0098557692,22,42,0.2999999999999998,2.3928000000000003,114.57776745266582,0,0,2,0,0,0,0.0,0.0,650000,612500,96,2,14,16,-3,78,63,1195,0.5,2.2,2.7
74,208,2010.0,6.0,162.0,2014,26,4,8475869,51,4,3,2,7,0,0,0.13725490196078433,-0.5742574257425739,2.9050000000000002,-13,0.8,23,1137,51464,857.73333333333,857.73,858,16.818300653594772,28.38,0.2692307692307692,124,124,124,87,87,63,28,2,3,7,10,2.39,62.5079,59.1,183.1,12.808226364940015,229,258,292,0.43953934740882916,105,105,135,-30,24,44,13,89,0.12750716332378223,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,2,22,1,0,28,8,1,0,25,10,7,10,9,1,8,7,1,-3,-1.5670000000000002,9,1,0,0,0,757,863,559,609,388,452,34.22,41.48,26,49,0.06701030927835051,0.8915929203539823,0.9586032296323328,764,862,566,608,391,452,26,49,358,423,136,148,16,28,51,47,0.1,0.6000000000000001,0.8,12.97,0.2543137254901961,0.8247,-0.02,0.09,0.06,0.0,0.0,0.0,218,13.11111111111111,0.0683515356,57,59,4.7,6.6866,113.32237417369102,3,2,1,2,1,0,3.0,52.0,1550000,1425000,152,9,13,22,-13,63,175,2616,0.1,4.6,4.7
72,179,-1.0,-1.0,-1.0,2016,24,2,8477919,20,0,3,0,3,24,61,0.15,0.7777777777777777,0.919,0,-2.7,2,274,10993,183.21666666667,183.22,183,9.160833333333333,15.43,0.42857142857142855,32,32,32,23,23,14,13,7,0,1,1,1.02,26.0,0.0,32.0,10.479205326929375,49,60,69,0.4152542372881356,8,8,17,-9,9,2,5,8,0.05405405405405406,69,70,0.49640287769784175,21,17,28,28,20,25,21,28,19,15,49,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,4,0,0,1,2,0,7,1,4,1,1,0,3,3,0,3,1.7970000000000002,1,0,0,0,0,155,183,108,140,77,106,5.1,8.98,7,7,0.09090909090909091,0.9339622641509434,1.0248713550600344,156,183,109,140,78,106,7,7,52,94,24,42,4,5,12,16,-0.2,0.2,0.0,2.49,0.12450000000000001,0.0339,-0.08,-0.05,-0.13,0.0,0.0,0.0,18,13.0,0.0,16,17,2.8,3.3594,110.68660626569152,0,0,0,0,0,0,0.0,0.0,650000,666666,29,0,4,4,1,2,22,261,-0.30000000000000004,0.30000000000000004,0.0
71,195,-1.0,-1.0,-1.0,2017,22,1,8479968,19,1,4,2,5,24,48,0.2631578947368421,0.0,1.697,-12,-2.2,0,325,13744,229.06666666667,229.07,229,12.056140350877193,20.2,0.5555555555555556,57,57,57,48,48,28,24,11,1,3,4,3.19,38.0,80.0,137.0,35.884227528703015,60,61,56,0.5172413793103449,22,22,26,-4,20,7,2,6,0.033707865168539325,5,7,0.4166666666666667,2,4,2,2,1,1,3,2,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,18,0,0,11,6,1,0,10,0,3,0,0,0,3,3,0,3,2.894,0,0,0,0,0,214,227,173,172,125,133,10.46,10.1,9,16,0.072,0.8796992481203008,0.9516992481203007,216,227,175,172,127,133,9,16,89,110,43,48,4,7,14,14,0.0,-0.2,-0.2,1.98,0.10421052631578948,0.0896,0.1,-0.04,0.06,0.0,0.0,0.0,28,0.0,0.0190122884,15,12,5.0,5.5788,115.51054262889073,1,2,2,1,0,0,0.0,0.0,925000,925000,19,1,4,5,-12,0,28,229,0.0,-0.2,-0.2
75,230,1990.0,1.0,5.0,1990,45,24,8448208,22,1,6,4,7,20,77,0.3181818181818182,-17.610169491525422,2.237,6,2.6,10,350,17220,287.0,287.0,287,13.045454545454545,22.09,0.4666666666666667,53,53,53,41,41,32,35,18,1,6,7,3.28,24.0,82.8,135.8,28.390243902439025,110,96,53,0.6748466257668712,1,1,10,-9,9,12,11,8,0.04040404040404041,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,5,0,0,2,1,0,24,5,1,5,5,0,1,1,0,-4,-3.132,5,0,0,0,0,317,247,223,190,161,138,15.18,10.17,15,6,0.09316770186335403,0.9565217391304348,1.049689440993789,317,246,223,190,161,138,15,6,171,107,74,39,11,4,19,9,0.0,0.6000000000000001,0.6000000000000001,8.75,0.3977272727272727,0.38320000000000004,0.06,0.0,0.05,0.0,0.0,0.0,19,2.4,0.0173361522,17,12,6.0,6.3736,117.90940766550523,0,3,0,0,0,0,4.0,195.0,1000000,1000000,1733,766,1155,1921,322,1167,5637,23397,174.9,42.2,217.1
72,180,-1.0,-1.0,-1.0,2014,27,4,8477922,71,8,11,5,19,15,48,0.2676056338028169,-5.945945945945947,7.123,-5,-6.1,26,1437,56439,940.65,940.65,941,13.248591549295774,22.41,0.6785714285714286,142,142,142,114,114,76,90,43,6,6,12,10.21,30.2895,156.1,298.1,19.01451124222612,223,354,360,0.38250428816466553,81,81,129,-48,38,22,24,69,0.08373786407766991,12,6,0.6666666666666666,3,3,7,1,2,2,1,0,4,2,8,5,0,0,1,1,0,0,0,1,0,3,1,0,0,3,1,1,2,34,7,3,11,8,7,0,40,13,11,12,12,0,11,11,0,-2,-2.404,13,0,0,0,0,763,1033,540,755,380,525,34.93,45.86,28,38,0.07368421052631578,0.9276190476190476,1.0013032581453634,762,1035,538,757,378,525,28,38,332,502,129,201,14,18,57,58,0.1,1.0,1.1,13.51,0.19028169014084506,1.1143,-0.16,-0.03,-0.19,0.0,0.0,0.0,176,8.076923076923077,0.0386587306,85,71,16.4,18.5192,114.55908148620635,3,4,1,1,1,0,4.0,195.0,2000000,2000000,256,42,42,84,4,84,345,3495,3.9,4.4,8.3
73,195,2010.0,5.0,129.0,2013,26,5,8475878,16,0,1,1,1,0,0,0.0625,-0.35593220338983045,0.29,0,-1.8,2,208,8621,143.68333333333,143.68,144,8.980208333333334,15.29,0.3333333333333333,22,22,22,16,16,12,9,4,0,1,1,0.5700000000000001,34.9167,1.0,23.0,9.60467706013363,36,42,46,0.43902439024390244,35,35,15,20,4,5,2,0,0.0,28,44,0.3888888888888889,8,19,13,15,7,10,6,14,11,17,18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,8,1,1,1,1,0,1,1,0,0,-0.17200000000000001,1,0,0,0,0,126,139,95,106,66,77,3.49,5.94,3,4,0.045454545454545456,0.948051948051948,0.9935064935064934,126,138,95,105,66,76,3,4,55,59,18,24,0,3,8,15,-0.30000000000000004,0.2,-0.1,0.89,0.055625,0.0221,-0.13,0.0,-0.14,0.0,0.0,0.0,37,37.0,0.0,13,15,0.8,0.9656,110.66258351893094,0,1,0,0,0,0,0.0,0.0,650000,612500,75,4,2,6,-9,12,73,699,-0.9,0.4,-0.4
76,212,2010.0,5.0,148.0,2015,25,3,8475857,16,0,3,1,3,29,89,0.1875,0.925925925925926,0.887,-3,0.0,2,292,13472,224.53333333333,224.53,225,14.033333333333333,23.66,0.42857142857142855,45,45,45,31,31,20,7,1,0,5,5,0.56,54.8,32.7,77.7,20.763372377855966,64,82,55,0.5378151260504201,16,16,24,-8,11,7,0,15,0.08287292817679558,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,5,1,0,0,14,1,1,1,1,0,1,1,0,0,0.01,1,0,0,0,0,217,228,158,166,107,119,8.6,9.7,7,9,0.06542056074766354,0.9243697478991597,0.9897903086468233,218,227,158,165,108,119,7,9,98,106,34,40,4,7,17,18,0.0,0.30000000000000004,0.4,2.7,0.16875,0.0318,-0.01,0.0,-0.01,0.0,0.0,0.0,33,16.0,0.0,0,0,2.8,3.002,118.91506702890482,0,0,2,0,0,2,0.0,0.0,650000,650000,70,1,9,10,0,8,74,976,0.0,2.7,2.7
68,154,2017.0,1.0,22.0,2017,19,1,8479977,9,0,3,1,3,25,105,0.3333333333333333,0.0,0.902,-2,2.4,2,166,8186,136.43333333333,136.43,136,15.15925925925926,25.2,0.75,41,41,41,31,31,23,30,17,2,7,9,3.63,18.913,23.0,64.0,28.146302132961956,57,43,29,0.6627906976744186,6,6,9,-3,8,8,5,3,0.038461538461538464,0,1,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,4,0,0,2,7,0,10,1,4,2,2,0,4,4,0,3,2.915,1,0,0,0,0,186,115,124,75,93,60,9.12,4.8,4,5,0.043010752688172046,0.9166666666666666,0.9596774193548386,185,115,123,75,92,60,4,5,91,57,42,18,2,2,10,9,-0.1,0.1,0.0,5.96,0.6622222222222223,0.14300000000000002,-0.11,0.16,0.05,0.0,0.0,0.0,11,11.0,0.0,11,14,2.8,3.583,132.3755772190867,0,0,1,0,0,0,0.0,0.0,925000,925000,9,0,3,3,-2,2,23,136,-0.1,0.1,0.0
72,198,-1.0,-1.0,-1.0,2014,32,4,8477930,72,6,10,6,16,14,62,0.2222222222222222,5.670886075949367,6.032,5,2.1,14,1183,53254,887.56666666667,886.85,888,12.327314814814816,20.72,0.5925925925925926,164,164,164,132,132,92,77,23,7,6,13,7.22,40.7935,151.7,315.7,21.35874161357614,230,229,440,0.34328358208955223,41,41,67,-26,40,25,49,63,0.08774373259052924,355,339,0.5115273775216138,184,172,83,91,88,76,76,86,151,118,204,203,0,0,2,1,0,0,0,1,0,0,1,0,0,4,0,2,3,35,4,4,11,18,2,0,53,7,9,7,7,0,9,9,0,2,0.47500000000000003,7,0,0,0,0,762,936,582,655,399,475,34.87,41.33,27,36,0.06766917293233082,0.9242105263157895,0.9918796992481203,761,941,582,658,399,477,28,37,373,457,136,165,13,21,42,60,-0.2,1.1,0.9,25.91,0.35986111111111113,1.0533,0.09,0.55,0.64,0.0,0.0,0.0,118,12.857142857142858,0.0260814249,72,71,14.6,16.095,114.87850256525907,2,5,3,0,0,2,7.0,124.0,1450000,1450000,309,23,27,50,-7,79,397,3995,-3.3,4.2,1.0
75,210,-1.0,-1.0,-1.0,2015,25,3,8477931,67,7,8,6,15,15,63,0.22388059701492538,11.058823529411764,5.925,6,-0.4,14,1004,44590,743.13333333333,743.13,743,11.092039800995025,18.74,0.5555555555555556,154,154,154,128,128,92,113,49,8,11,19,10.04,25.163,170.9,324.9,26.232287755843526,209,202,276,0.4309278350515464,53,52,89,-37,36,14,36,24,0.04060913705583756,35,30,0.5384615384615384,9,6,11,11,15,13,10,9,12,11,22,18,0,0,2,0,1,0,0,0,1,0,0,0,0,6,0,2,5,29,11,5,2,3,2,7,62,7,10,7,7,0,10,10,0,3,0.847,7,0,0,0,0,664,784,500,567,354,419,31.13,35.08,27,29,0.07627118644067797,0.9307875894988067,1.0070587759394847,662,784,497,567,352,419,27,29,330,370,116,149,9,16,44,49,0.2,1.0,1.2,19.45,0.29029850746268654,1.047,0.11,-0.18,-0.06,0.0,0.0,0.0,91,12.714285714285714,0.0328243838,67,46,13.6,15.1694,116.91090387953656,3,1,2,0,0,1,4.0,195.0,650000,612500,84,8,8,16,3,18,113,915,-0.1,1.1,1.0
76,216,2014.0,1.0,1.0,2014,21,4,8477932,82,16,22,6,38,7,40,0.4634146341463415,3.321585903083701,14.401,9,-8.9,71,2376,115074,1917.9,1917.9,1918,23.389024390243904,38.65,0.33043478260869563,399,399,399,283,283,189,134,25,4,17,21,12.95,43.1799,88.2,487.2,15.241670577193803,622,663,892,0.4108322324966975,69,69,72,-3,94,99,40,121,0.06982111944604731,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,0,0,0,3,0,6,3,1,0,3,1,7,5,81,12,1,88,30,2,0,56,31,9,32,29,3,12,9,3,-22,-6.378,28,3,0,0,0,1935,2041,1526,1612,1113,1207,101.44,113.45,115,104,0.10332434860736747,0.9138359569179785,1.017160305525346,1937,2037,1531,1609,1114,1204,115,103,944,1004,341,431,57,58,120,127,3.1,4.7,7.8,36.12,0.4404878048780487,3.6189999999999998,-0.12,-0.27,-0.39,0.0,0.0,0.0,264,3.892857142857143,0.0698689956,139,138,30.9,36.7244,124.38604723916784,10,2,8,1,1,3,0.0,0.0,9000000,7500000,309,53,81,134,16,202,766,6835,12.0,15.9,27.8
73,192,2014.0,1.0,2.0,2014,22,4,8477933,82,25,25,14,50,3,14,0.6097560975609756,5.808383233532936,20.023,-24,1.2,26,1718,84139,1402.3166666667,1402.32,1402,17.101422764227642,28.53,0.625,298,298,299,258,259,188,208,121,6,16,22,24.0,28.3032,278.4,576.4,24.661988704432652,691,446,349,0.6644230769230769,48,47,118,-71,71,29,29,42,0.04783599088838269,56,86,0.39436619718309857,16,22,14,26,26,38,6,21,29,40,38,50,1,0,3,5,2,0,0,7,1,0,2,5,0,10,1,2,14,54,22,3,7,21,22,0,113,13,21,13,13,0,21,21,0,8,7.828,13,0,0,0,0,1605,1061,1249,836,892,609,76.61,57.87,80,66,0.08968609865470852,0.8916256157635468,0.9813117144182554,1606,1062,1249,836,892,609,80,65,769,454,292,187,46,34,69,80,3.9,1.1,5.0,52.08,0.6351219512195122,6.0022,0.71,0.01,0.72,3.0,1.0,0.0,116,5.923076923076923,0.1445086705,102,84,47.4,51.5656,114.06811569399281,10,8,8,1,0,3,0.0,0.0,832500,894167,249,65,75,140,-44,44,534,4186,10.8,3.9,14.8
74,215,2014.0,1.0,3.0,2014,22,4,8477934,78,25,45,34,70,2,38,0.8974358974358975,14.052356020942412,26.024,-7,10.8,30,1759,90419,1506.6166666667,1506.62,1507,19.320299145299145,31.89,0.7692307692307693,323,323,324,265,266,194,205,82,6,20,26,22.49,24.268,564.6,887.6,35.34799750434749,637,501,448,0.5870967741935483,40,40,99,-59,72,84,78,24,0.023552502453385672,672,526,0.5609348914858097,212,164,180,166,280,196,184,148,259,182,405,320,0,1,6,1,1,1,1,2,0,4,4,1,0,14,0,6,2,64,16,5,23,44,11,1,94,15,19,15,15,0,20,19,1,4,4.164,15,0,0,0,0,1755,1328,1358,995,987,734,102.42,80.36,91,94,0.09219858156028368,0.8719346049046321,0.9641331864649159,1752,1326,1355,993,985,733,92,94,958,706,390,286,47,47,79,94,5.6,1.3,6.9,70.19,0.8998717948717948,7.9449000000000005,1.24,-0.07,1.18,5.0,2.0,1.0,94,7.866666666666666,0.1288335847,91,84,67.0,70.8328,122.77813914590274,12,19,7,2,9,3,4.0,415.0,9000000,8500000,269,75,132,207,-19,74,548,4825,17.3,4.7,22.0
73,200,2014.0,1.0,4.0,2014,21,4,8477935,82,11,15,9,26,9,58,0.3170731707317073,-6.490566037735846,9.843,-18,1.8,59,1497,70850,1180.8333333333,1180.23,1181,14.400406504065039,24.02,0.7027027027027027,293,293,293,230,230,157,185,84,14,25,39,17.34,29.3376,305.7,598.7,30.43644035484609,436,377,275,0.6132208157524613,140,140,86,54,73,32,54,34,0.03881278538812785,119,100,0.54337899543379,32,28,25,27,62,45,60,40,32,28,58,59,0,0,2,1,0,0,0,3,0,0,1,1,0,6,1,2,13,57,21,0,9,13,4,7,103,28,20,27,26,1,20,19,1,-8,-9.959,27,1,0,0,0,1274,1118,937,842,639,609,60.56,58.5,37,56,0.057902973395931145,0.9080459770114943,0.9659489504074255,1271,1115,935,840,637,607,37,56,623,536,259,208,25,27,86,75,0.5,0.8,1.3,32.81,0.4001219512195122,3.063,0.30000000000000004,-0.4,-0.09,1.0,0.0,0.0,234,7.185185185185185,0.0536585366,83,89,20.1,24.0082,121.60341628326682,7,3,5,2,1,1,0.0,0.0,1950000,1950000,241,42,47,89,-46,171,416,3577,4.0,2.2,6.3
75,204,2014.0,1.0,5.0,2017,21,1,8477936,4,0,0,0,0,29,85,0.0,0.0,0.0,0,0.1,0,61,3205,53.416666666667,53.42,53,13.354166666666666,22.22,0.0,2,2,2,2,2,1,1,0,0,0,0,0.04,34.0,0.0,2.0,2.2463496817671285,11,16,16,0.4074074074074074,1,1,3,-2,1,0,1,1,0.023809523809523808,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.034,0,0,0,0,0,41,50,30,41,24,30,1.36,1.82,1,1,0.041666666666666664,0.9666666666666667,1.0083333333333333,41,50,30,41,24,30,1,1,17,24,4,9,0,0,0,1,-0.1,0.0,-0.1,-0.5700000000000001,-0.14250000000000002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,5,6,0.0,-0.0068000000000000005,102.20891052040434,0,0,0,0,0,0,0.0,0.0,832500,863333,4,0,0,0,0,0,1,53,-0.1,0.0,-0.1
73,229,2014.0,1.0,6.0,2015,21,3,8477937,75,10,10,4,20,13,35,0.26666666666666666,3.8461538461538467,8.003,-11,-7.1,46,1384,53939,898.98333333333,887.88,899,11.986444444444444,20.09,0.6060606060606061,241,245,245,194,198,130,142,47,13,12,25,11.31,29.6308,104.5,345.5,23.347749695904852,238,318,288,0.4524714828897338,156,153,82,71,68,32,51,29,0.04393939393939394,7,15,0.3181818181818182,1,5,3,4,3,6,1,1,3,11,5,8,0,0,2,1,1,0,0,2,0,0,1,0,0,7,3,3,16,46,17,0,14,13,0,3,83,19,16,19,19,0,14,14,0,-3,-3.834,18,0,0,1,0,822,820,618,631,410,463,33.23,36.7,33,42,0.08048780487804878,0.9092872570194385,0.9897750618974872,835,831,628,642,419,470,33,42,422,443,147,171,19,24,68,50,0.6000000000000001,0.7,1.3,21.28,0.28373333333333334,1.9466,0.14,-0.23,-0.09,0.0,0.0,0.0,231,11.5,0.0525641026,73,71,15.4,19.2332,110.9609406676578,3,0,3,2,0,0,4.0,195.0,832500,894167,140,17,17,34,-17,93,237,1636,0.9,1.4,2.3
75,221,2014.0,1.0,7.0,2017,21,1,8477938,67,0,8,2,8,17,57,0.11940298507462686,0.0,2.314,-2,-8.8,14,1448,67516,1125.2666666667,1125.27,1125,16.79502487562189,28.17,0.21621621621621623,181,181,181,110,110,86,41,2,3,8,11,2.75,46.814,31.3,212.3,11.31994987869578,373,342,266,0.5837245696400626,85,85,139,-54,24,34,21,94,0.1010752688172043,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,3,1,18,23,0,0,41,7,3,7,7,0,3,3,0,-4,-0.109,7,0,0,0,0,1085,1099,774,836,534,589,43.35,52.87,37,42,0.06928838951310862,0.9286926994906621,0.9979810890037708,1082,1099,770,836,532,589,37,43,473,541,170,220,15,22,49,63,-0.6000000000000001,2.6,2.0,17.4,0.2597014925373134,0.1199,-0.91,-0.31,-1.22,0.0,0.0,0.0,193,15.142857142857142,0.0,94,95,6.6,7.9782,116.45205150763817,0,0,4,0,0,3,0.0,0.0,832500,863333,67,0,8,8,-2,14,86,1125,-0.6000000000000001,2.6,2.0
72,191,2014.0,1.0,8.0,2015,21,3,8477939,82,20,41,28,61,3,8,0.7439024390243902,2.0873786407766985,22.494,20,3.7,10,1869,82107,1368.45,1368.45,1368,16.68841463414634,27.6,0.6288659793814433,380,379,380,265,265,184,235,76,11,18,29,21.13,27.4511,436.9,816.9,35.81716540611641,526,447,418,0.5572033898305084,21,21,88,-67,81,54,68,18,0.017857142857142856,334,316,0.5138461538461538,108,89,113,97,113,130,91,86,133,130,175,167,0,2,5,8,1,1,1,2,0,0,6,0,0,12,1,6,13,61,17,3,2,59,10,0,93,5,18,6,6,0,19,19,0,13,6.382,5,0,0,0,0,1560,1255,1130,990,806,751,84.54,63.65,97,56,0.12034739454094293,0.9254327563249001,1.045780150865843,1557,1246,1126,982,802,744,95,56,934,632,338,240,47,30,73,95,4.6,2.1,6.7,62.73,0.765,7.2923,0.95,0.02,0.96,5.0,1.0,1.0,49,17.8,0.08,118,113,60.0,62.2764,123.42431217801162,10,11,6,4,5,0,0.0,0.0,832500,894167,185,48,87,135,18,46,432,3025,11.4,3.7,15.1
72,172,2014.0,1.0,9.0,2015,21,3,8477940,82,29,31,21,60,4,31,0.7317073170731707,5.6883116883116855,23.659,14,2.1,26,1718,79116,1318.6,1318.6,1319,16.080487804878047,26.62,0.7058823529411765,422,422,422,313,313,231,211,66,19,16,35,19.96,35.5844,376.7,798.7,36.343091157288036,521,404,363,0.5893665158371041,39,39,98,-59,82,58,38,27,0.0313588850174216,5,4,0.5555555555555556,2,1,0,1,3,2,3,0,1,1,2,3,1,0,2,7,2,0,0,1,1,3,4,1,1,18,0,1,13,68,13,7,25,26,4,3,153,13,28,13,13,0,27,27,0,15,9.432,13,0,0,0,0,1528,1118,1139,834,816,626,72.43,49.41,85,50,0.10416666666666667,0.9201277955271565,1.0242944621938233,1526,1118,1137,835,814,628,85,50,736,532,266,212,33,27,75,96,5.4,1.8,7.3,70.78,0.8631707317073171,7.5691,2.61,0.01,2.62,1.0,0.0,0.0,92,5.923076923076923,0.11885245900000001,87,98,57.4,61.8864,120.40042469285606,13,11,3,3,3,1,0.0,0.0,832500,894167,236,69,93,162,18,85,602,3912,14.1,4.5,18.6
