PlInf_Ht,PlInf_Wt,PlInf_DftYr,PlInf_DftRd,PlInf_Ovrl,PlInf_Debut,PlInf_Age,PlInf_Seasons,PlInf_NHLid,PrimStat_GP,PrimStat_G,PrimStat_A,PrimStat_A1,PrimStat_PTS,PrimStat_Rnk,PrimStat_Gap,PrimStat_PTS/GP,PrimStat_PAX,PrimStat_GC,PrimStat_+/-,PrimStat_E+/-,PrimStat_PIM,PrimStat_Shifts,PrimStat_TOI,PrimStat_TOI.1,PrimStat_TOI.2,PrimStat_TOI.3,PrimStat_TOI/GP,PrimStat_TOI%,PrimStat_IPP%,IndStat_iCF,IndStat_iCF.1,IndStat_iCF.2,IndStat_iFF,IndStat_iFF.1,IndStat_iSF,IndStat_iSCF,IndStat_iHDCF,IndStat_iRush,IndStat_iReb,IndStat_iDS,IndStat_ixG,IndStat_sDist,IndStat_Pass,IndStat_TOff,IndStat_TOff/60,IndStat_OZS,IndStat_NZS,IndStat_DZS,IndStat_ZS%,IndStat_iHF,IndStat_iHF.1,IndStat_iHA,IndStat_iHDf,IndStat_iMiss,IndStat_iGVA,IndStat_iTKA,IndStat_iBLK,IndStat_BLK%,FaceStat_iFOW,FaceStat_iFOL,FaceStat_FO%,FaceStat_dzFOW,FaceStat_dzFOL,FaceStat_nzFOW,FaceStat_nzFOL,FaceStat_ozFOW,FaceStat_ozFOL,FaceStat_FOW.Up,FaceStat_FOL.Up,FaceStat_FOW.Down,FaceStat_FOL.Down,FaceStat_FOW.Close,FaceStat_FOL.Close,IndGoalStat_Hat,IndGoalStat_OTG,IndGoalStat_1G,IndGoalStat_GWG,IndGoalStat_ENG,IndGoalStat_PSG,IndGoalStat_PSA,IndGoalStat_G.Bkhd,IndGoalStat_G.Dflct,IndGoalStat_G.Slap,IndGoalStat_G.Snap,IndGoalStat_G.Tip,IndGoalStat_G.Wrap,IndGoalStat_G.Wrst,IndGoalStat_CBar_,IndGoalStat_Post,IndGoalStat_Over,IndGoalStat_Wide,IndGoalStat_S.Bkhd,IndGoalStat_S.Dflct,IndGoalStat_S.Slap,IndGoalStat_S.Snap,IndGoalStat_S.Tip,IndGoalStat_S.Wrap,IndGoalStat_S.Wrst,PenStat_iPenT,PenStat_iPenD,PenStat_iPENT,PenStat_iPENT2,PenStat_iPENT5,PenStat_iPEND,PenStat_iPEND2,PenStat_iPEND5,PenStat_iPenDf,PenStat_NPD,PenStat_Min,PenStat_Maj,PenStat_Match,PenStat_Misc,PenStat_Game,OITStat_CF,OITStat_CA,OITStat_FF,OITStat_FA,OITStat_SF,OITStat_SA,OITStat_xGF,OITStat_xGA,OITStat_GF,OITStat_GA,OITStat_SH%,OITStat_SV%,OITStat_PDO,OITStat_CF.1,OITStat_CA.1,OITStat_FF.1,OITStat_FA.1,OITStat_SF.1,OITStat_SA.1,OITStat_GF.1,OITStat_GA.1,OITStat_SCF,OITStat_SCA,OITStat_HDCF,OITStat_HDCA,OITStat_HDGF,OITStat_HDGA,OITStat_PENT,OITStat_PEND,CatAll_OPS,CatAll_DPS,CatAll_PS,CatAll_GS,CatAll_GS/G,CatAll_Star,CatAll_OWAR,CatAll_DWAR,CatAll_WAR,Other_SOS,Other_SOG,Other_SOGDG,Other_Grit,Other_DAP,Other_Pres,Other_IceF,Other_IceA,Other_CPP,Other_CPP.1,Other_Pace,Other_CruG,Other_CruA1,Other_CruA2,Other_CriG,Other_CriA1,Other_CriA2,Other_MGL,Other_CHIP,ContInf_Salary,ContInf_Cap_Hit,CarStat_GP.1,CarStat_G.1,CarStat_A.1,CarStat_PTS.1,CarStat_+/-.1,CarStat_PIM.1,CarStat_Shot,CarStat_TOI.4,CarStat_OPS.1,CarStat_DPS.1,CarStat_PS.1
70,190,2012.0,4.0,104.0,2016,23,2,8476966,46,6,5,5,11,17,68,0.2391304347826087,-5.235294117647058,4.532,5,6.2,17,633,26031,433.85,433.85,434,9.431521739130435,16.03,0.6875,66,66,66,52,52,42,45,19,2,5,7,3.78,28.9762,116.3,182.3,25.211478621643426,97,156,107,0.47549019607843135,33,33,36,-3,10,5,12,13,0.05416666666666667,43,51,0.4574468085106383,8,11,24,25,11,15,15,11,10,23,22,25,0,0,1,0,0,0,0,1,0,0,1,0,0,4,0,0,3,7,4,1,0,3,6,0,28,7,5,7,6,1,6,5,1,-2,-0.46900000000000003,6,1,0,0,0,376,328,273,227,208,159,16.31,11.64,16,11,0.07692307692307693,0.9308176100628931,1.00774068698597,375,325,272,225,208,157,16,11,183,153,68,55,11,5,34,30,0.6000000000000001,0.7,1.3,15.07,0.32760869565217393,0.2832,-0.18,0.54,0.36,0.0,0.0,0.0,64,7.5,0.0475362319,28,37,9.3,10.9062,97.36083899965425,4,2,0,2,0,0,0.0,0.0,650000,650000,63,9,8,17,4,38,61,665,0.9,0.9,1.8
74,187,2012.0,4.0,105.0,2014,24,4,8476967,71,2,6,2,8,19,76,0.11267605633802817,0.9000000000000004,2.737,-3,2.1,27,1224,55319,921.98333333333,921.95,922,12.985680751173708,22.01,0.22857142857142856,169,170,170,113,114,73,37,9,5,6,11,3.2,51.9041,52.4,221.4,14.408590487553555,279,326,263,0.514760147601476,45,45,68,-23,41,24,17,49,0.07010014306151645,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,5,34,5,1,20,8,0,1,38,12,11,12,11,1,12,12,0,-1,7.134,11,1,0,0,0,939,885,703,650,486,466,40.42,37.33,35,40,0.0720164609053498,0.9141630901287554,0.9861795510341052,943,884,705,649,488,466,35,40,433,409,179,165,28,22,83,98,-0.1,2.1,1.9,16.25,0.22887323943661972,0.1975,0.32,-0.15,0.17,0.0,0.0,0.0,122,5.636363636363637,0.010793734400000001,92,77,5.3,9.4268,118.70491892185042,2,1,3,0,0,2,0.0,0.0,650000,650000,101,2,9,11,-8,41,101,1339,-0.30000000000000004,2.5,2.2
71,180,2013.0,3.0,77.0,2016,23,2,8477404,82,22,26,15,48,6,50,0.5853658536585366,-19.650000000000006,18.647,-9,6.0,42,1792,81112,1351.8666666667,1351.87,1352,16.486178861788616,27.48,0.7384615384615385,296,297,296,239,239,171,200,101,6,24,30,21.47,24.4386,363.5,659.5,29.270565956785788,549,492,289,0.6551312649164678,142,142,167,-25,68,18,36,46,0.05005440696409141,65,65,0.5,7,10,21,20,37,35,15,20,34,26,29,33,0,0,4,1,0,0,0,2,0,3,2,6,1,8,1,0,11,56,15,3,9,23,25,1,95,20,17,21,21,0,16,16,0,-3,-7.776,20,0,0,0,0,1510,1155,1140,873,820,634,74.54,62.39,65,57,0.07926829268292683,0.9100946372239748,0.9893629299069016,1512,1156,1141,874,821,633,65,57,799,629,305,288,35,32,113,86,3.4,1.1,4.4,55.02,0.6709756097560976,5.7051,0.2,-1.2,-1.0,0.0,0.0,0.0,230,8.9,0.0887096774,114,100,43.8,46.4448,118.28060390422156,11,8,7,3,1,1,0.0,0.0,742500,734167,122,38,43,81,-2,52,252,1987,7.0,1.8,8.8
69,170,2012.0,4.0,97.0,2017,24,1,8476971,25,6,1,1,7,20,62,0.28,0.0,3.295,3,-3.3,6,458,20473,341.21666666667,341.22,341,13.648666666666665,22.76,0.5,53,53,53,41,41,26,32,16,1,2,3,3.09,22.2692,22.5,75.5,13.275892386143836,95,94,99,0.4896907216494845,11,11,30,-19,15,7,13,7,0.026717557251908396,0,9,0.0,0,2,0,3,0,4,0,4,0,2,0,5,0,0,2,1,0,0,0,1,0,1,1,0,0,3,0,0,1,14,3,0,3,6,2,0,12,3,5,3,3,0,4,4,0,2,0.776,3,0,0,0,0,280,330,206,255,142,170,12.67,14.9,14,8,0.09859154929577464,0.9529411764705882,1.051532725766363,279,330,205,255,141,170,14,8,131,162,56,69,11,4,27,20,0.4,0.5,0.9,4.51,0.1804,1.6169,0.09,-0.11,-0.02,2.0,0.0,0.0,24,8.0,0.0874666667,32,37,6.4,7.1552,107.26217689467205,3,1,0,0,0,0,0.0,0.0,925000,925000,25,6,1,7,3,6,26,341,0.4,0.5,0.9
70,180,2003.0,8.0,239.0,2007,33,11,8470828,43,1,5,2,6,21,85,0.13953488372093023,-13.210059171597631,1.9769999999999999,8,6.2,20,950,43941,732.35,732.35,732,17.03139534883721,28.4,0.20689655172413793,68,68,68,50,50,31,11,3,0,2,2,1.32,54.5484,45.5,113.5,9.298832525431829,265,294,262,0.5028462998102466,20,20,58,-38,19,31,3,51,0.09640831758034027,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18,1,0,9,3,0,0,18,10,3,10,10,0,2,2,0,-7,-4.764,10,0,0,0,0,648,646,492,478,333,336,29.35,25.42,29,27,0.08708708708708708,0.9196428571428571,1.0067299442299442,652,646,492,478,332,337,29,27,302,276,124,96,15,14,63,55,-0.2,2.0,1.8,11.47,0.2667441860465116,0.1211,0.02,0.45,0.47,0.0,0.0,0.0,91,2.3,0.0070109439,63,72,4.0,5.0472,106.01488359391001,1,1,3,0,0,0,4.0,195.0,5750000,5750000,719,54,254,308,5,422,819,16363,20.5,30.4,50.9
73,198,2012.0,4.0,101.0,2013,24,5,8476975,56,5,4,2,9,20,91,0.16071428571428573,-3.7555555555555564,3.672,-5,-3.2,41,840,34279,571.31666666667,571.6,572,10.202083333333334,17.41,0.5294117647058824,109,108,109,82,82,64,72,31,1,7,8,5.13,24.6719,32.3,141.3,14.832050384884536,145,238,200,0.42028985507246375,112,112,80,32,18,6,8,32,0.07239819004524888,234,265,0.46893787575150303,84,85,96,115,54,65,84,92,83,88,134,161,0,0,2,2,0,0,1,0,0,0,1,0,0,4,0,1,2,15,9,2,3,4,5,0,41,18,16,18,17,1,18,17,1,-2,-0.725,17,1,0,0,0,496,558,361,410,264,302,17.72,22.03,17,29,0.06439393939393939,0.9039735099337748,0.9683674493277141,495,561,360,413,263,305,17,29,249,273,85,102,11,15,59,50,-0.2,0.2,0.1,10.95,0.19553571428571428,1.4114,0.14,-0.05,0.1,0.0,0.0,0.0,186,7.0588235294117645,0.025689223100000002,55,47,4.9,8.855,110.6368089573128,3,1,1,0,0,0,4.0,195.0,825000,812500,236,27,23,50,-8,223,274,2854,0.6000000000000001,2.5,3.1
77,260,2003.0,8.0,245.0,2005,32,13,8470834,69,8,37,13,45,6,46,0.6521739130434783,4.12796833773087,14.932,15,5.9,112,1728,100763,1679.3833333333,1679.38,1679,24.338888888888892,40.08,0.40540540540540543,372,372,372,283,283,193,125,42,10,21,31,13.05,49.9534,199.9,571.9,20.432540580452308,661,546,488,0.5752828546562228,147,146,53,93,90,79,34,100,0.08045052292839903,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,5,2,0,0,1,0,5,10,75,8,2,77,19,2,7,78,41,10,40,38,2,12,10,2,-31,-19.797,36,2,0,3,0,1716,1495,1319,1143,932,822,90.2,72.91,111,68,0.11909871244635194,0.9172749391727494,1.0363736516191013,1717,1500,1321,1147,935,824,111,68,837,699,316,262,42,41,125,116,3.4,4.4,7.7,48.12,0.697391304347826,4.4944,-0.49,0.04,-0.44,0.0,0.0,0.0,361,5.027777777777778,0.0358764014,118,116,33.8,41.0406,114.72090890685848,6,6,15,0,1,4,14.0,1122.0,8000000,7600000,827,173,321,494,-12,1025,2497,18033,50.0,31.2,81.2
72,176,2012.0,4.0,93.0,2015,25,2,8476979,35,5,11,6,16,13,60,0.45714285714285713,4.048780487804878,5.766,1,3.6,6,869,38966,649.43333333333,649.4,649,18.555238095238092,30.84,0.41025641025641024,131,131,131,96,96,71,40,4,1,8,9,3.32,47.6338,117.2,248.2,22.93193717277487,288,180,183,0.6114649681528662,30,30,63,-33,25,23,12,45,0.09554140127388536,0,1,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,2,3,20,0,0,35,7,0,0,29,3,2,3,3,0,1,1,0,-1,0.9510000000000001,3,0,0,0,0,794,580,572,426,415,316,34.31,29.14,39,33,0.09397590361445783,0.8955696202531646,0.9895455238676224,796,580,574,426,417,316,40,33,405,288,143,128,19,17,31,32,1.4,1.6,2.9,24.82,0.7091428571428572,0.8201,0.52,0.05,0.5700000000000001,0.0,0.0,0.0,81,14.0,0.0525304292,0,0,15.4,16.1902,126.94795195565138,3,4,5,1,1,1,0.0,0.0,650000,650000,76,5,25,30,12,10,129,1283,2.1,3.8,6.0
75,210,2004.0,2.0,49.0,2012,32,6,8471262,77,16,21,13,37,6,60,0.4805194805194805,-0.9040247678018574,14.33,0,-5.5,26,1708,80171,1336.1833333333,1335.93,1336,17.353030303030305,28.76,0.6607142857142857,256,256,256,204,204,150,154,84,8,14,22,15.99,30.0667,286.9,542.9,24.383014080079047,273,375,625,0.3040089086859688,71,71,66,5,54,14,41,64,0.057245080500894455,425,514,0.45260915867944623,223,287,144,148,58,79,76,95,214,247,239,296,0,0,3,3,1,0,0,2,0,1,2,3,1,7,0,1,6,47,21,0,8,10,10,6,95,13,14,13,13,0,14,14,0,1,-0.468,13,0,0,0,0,1142,1439,837,1054,612,752,52.54,69.92,56,61,0.0915032679738562,0.9188829787234043,1.0103862466972604,1146,1442,838,1058,611,754,56,62,536,678,208,268,27,33,71,72,1.8,1.6,3.4,32.41,0.42090909090909084,4.4869,-0.22,0.1,-0.12,0.0,0.0,0.0,161,8.615384615384615,0.071292724,106,99,34.4,36.9064,115.91924726594956,6,6,4,2,1,1,2.0,116.0,5000000,4750000,400,63,133,196,-21,148,739,6397,10.7,6.4,17.1
70,185,2012.0,5.0,138.0,2016,24,2,8476982,21,0,4,3,4,0,0,0.19047619047619047,-3.0,1.1360000000000001,-2,1.4,2,305,12560,209.33333333333,209.33,210,9.968253968253968,17.0127540247,0.4444444444444444,25,26,26,20,20,17,17,9,0,4,4,1.64,29.8235,52.1,77.1,22.099078010796347,69,61,62,0.5267175572519084,5,5,23,-18,3,6,8,6,0.03571428571428571,58,62,0.48333333333333334,18,16,16,26,24,20,13,20,29,28,33,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,5,2,0,0,8,1,1,1,1,0,1,1,0,0,0.8280000000000001,1,0,0,0,0,175,214,131,162,100,114,8.98,9.78,9,11,0.09,0.9035087719298246,0.9935087719298246,177,213,132,161,101,113,9,11,92,107,40,46,4,6,13,14,-0.2,0.2,0.0,1.04,0.049523809523809526,0.00030000000000000003,0.0,0.0,0.0,1.0,0.0,0.0,13,13.0,0.0,12,14,3.8,4.1656,111.49859074189078,0,2,1,0,0,1,0.0,0.0,925000,858750,24,1,4,5,-4,2,22,244,-0.1,0.1,0.1
74,198,2012.0,6.0,181.0,2016,25,2,8476983,12,3,1,1,4,27,88,0.3333333333333333,-0.3636363636363633,1.796,5,1.1,6,225,10059,167.65,167.65,168,13.970833333333333,23.74,0.4444444444444444,33,33,33,18,18,13,6,0,1,0,1,0.34,55.3846,21.1,54.1,19.361765583059945,56,48,33,0.6292134831460674,12,12,26,-14,5,4,1,11,0.10476190476190476,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,4,1,0,1,2,0,0,9,3,0,3,3,0,0,0,0,-3,-2.231,3,0,0,0,0,184,131,126,94,83,64,7.82,4.57,9,3,0.10843373493975904,0.953125,1.061558734939759,185,131,126,94,83,64,9,3,85,58,31,22,4,3,9,7,0.5,0.8,1.3,7.12,0.5933333333333334,0.7791,0.48,0.14,0.62,0.0,0.0,0.0,29,4.333333333333333,0.0876068376,0,0,3.4,3.5538,112.7348643006263,3,0,0,1,0,0,0.0,0.0,874125,874125,34,3,9,12,0,10,40,507,1.0,1.4,2.3
73,225,2005.0,5.0,156.0,2010,31,8,8471817,79,4,6,2,10,0,0,0.12658227848101267,0.3842482100238662,3.782,-7,1.1,94,830,36004,600.06666666667,600.07,600,7.5957805907173,13.0,0.5,79,79,79,64,64,42,51,29,0,6,6,5.51,27.119,48.6,127.6,12.75851150699085,135,180,168,0.44554455445544555,236,236,77,159,22,10,12,27,0.06428571428571428,14,14,0.5,2,4,6,1,6,9,1,3,8,5,5,7,0,0,1,1,0,0,0,0,0,0,1,1,0,2,0,3,2,17,6,2,1,6,2,1,24,26,10,25,19,6,15,9,6,-16,-8.618,17,6,0,3,0,500,547,376,393,275,283,21.92,21.6,20,26,0.07272727272727272,0.9081272084805654,0.9808544812078381,499,546,374,392,273,282,19,26,226,258,96,117,7,15,55,45,-0.30000000000000004,0.4,0.1,5.8,0.07341772151898734,1.1095,0.01,0.05,0.05,0.0,0.0,0.0,363,14.588235294117647,0.0212600467,55,54,0.5999999999999996,8.2764,104.68778642491708,2,2,2,0,2,1,0.0,0.0,1125000,1125000,498,31,30,61,-11,789,283,3954,-1.0,4.2,3.2
69,173,2012.0,6.0,169.0,2015,23,3,8476994,50,7,18,12,25,9,51,0.5,12.5,8.844,5,4.4,10,870,41459,690.98333333333,690.98,691,13.819666666666667,23.15,0.7142857142857143,183,183,183,120,120,86,109,34,4,10,14,8.24,29.4186,306.4,489.4,42.496164867289934,256,200,198,0.5638766519823789,26,26,87,-61,34,16,27,17,0.0367170626349892,39,50,0.43820224719101125,8,11,11,21,20,18,9,17,9,22,25,25,0,0,2,1,0,0,0,0,0,2,1,1,0,3,2,0,1,31,4,2,8,10,5,0,57,5,11,5,5,0,11,11,0,6,4.627,5,0,0,0,0,839,616,574,446,422,326,37.37,26.3,35,23,0.08293838862559241,0.9294478527607362,1.0123862413863285,841,615,575,444,422,324,35,22,428,322,152,135,18,10,31,43,1.4,1.0,2.4,30.09,0.6018,1.6739000000000002,0.34,-0.03,0.31,0.0,0.0,0.0,53,10.6,0.0519457014,0,0,24.0,25.9254,126.34229644852238,4,7,3,1,1,1,0.0,0.0,817500,717500,106,13,26,39,3,33,168,1339,1.8,1.5,3.3
73,203,2003.0,9.0,263.0,2007,34,11,8470852,14,0,0,0,0,34,64,0.0,-8.122641509433961,0.0,-9,-2.5,2,197,8641,144.01666666667,144.02,144,10.286904761904763,17.63,0.0,28,28,28,23,23,13,15,6,0,0,0,1.61,30.3077,0.0,28.0,11.665046521316484,45,39,21,0.6818181818181818,8,8,5,3,10,1,1,8,0.08247422680412371,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,2,1,1,0,7,1,0,1,1,0,0,0,0,-1,-0.048,1,0,0,0,0,139,122,107,89,74,68,5.51,5.66,2,10,0.02702702702702703,0.8529411764705882,0.8799682034976153,139,120,107,87,74,66,2,9,58,58,18,26,1,7,7,9,-0.4,-0.1,-0.5,-0.78,-0.055714285714285716,0.0037,-0.11,0.13,0.01,0.0,0.0,0.0,18,9.0,0.0,11,9,-0.2,-0.009600000000000001,108.73489793084293,0,0,0,0,0,0,0.0,0.0,5000000,5000000,650,176,193,369,-42,122,1449,10520,31.0,11.2,42.2
73,213,2003.0,9.0,265.0,2007,34,11,8470854,16,0,0,0,0,31,84,0.0,-2.1604696673189823,0.0,-4,0.6000000000000001,19,210,9005,150.08333333333,150.08,150,9.380208333333334,16.09,0.0,25,25,25,23,23,14,14,7,0,2,2,1.39,35.7143,0.0,25.0,9.994669509594882,43,51,52,0.45263157894736844,35,35,10,25,9,0,2,7,0.05982905982905983,2,4,0.3333333333333333,0,1,2,0,0,3,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,3,3,0,1,5,5,2,5,2,3,5,2,3,-3,-0.211,2,3,0,0,0,136,149,110,110,73,76,5.55,6.94,0,5,0.0,0.9342105263157895,0.9342105263157895,135,149,109,109,73,75,0,5,57,78,20,30,0,4,15,11,-0.4,0.0,-0.4,1.03,0.064375,0.0051,0.28,-0.15,0.13,0.0,0.0,0.0,64,18.5,0.0,11,15,-1.9,-0.0422,113.93923240938166,0,0,0,0,0,0,0.0,0.0,650000,650000,527,24,45,69,-55,658,413,5407,-5.0,2.9,-2.1
73,198,2014.0,1.0,24.0,2015,21,3,8477955,68,9,19,12,28,9,50,0.4117647058823529,10.653061224489797,10.029,11,-0.6000000000000001,30,1345,54081,901.35,901.18,901,13.25514705882353,22.2,0.8235294117647058,212,212,212,168,168,143,109,40,9,15,24,10.07,34.8042,292.8,504.8,33.60926784882044,273,334,274,0.4990859232175503,43,43,57,-14,25,28,39,32,0.04671532846715328,212,338,0.38545454545454544,52,78,104,164,56,96,49,86,84,133,136,206,0,1,1,4,0,0,0,1,0,0,2,3,0,3,0,3,3,19,13,1,19,31,12,0,67,12,13,11,9,2,15,13,2,1,5.118,10,2,0,0,0,858,879,661,653,496,477,36.14,34.97,34,24,0.06854838709677419,0.949685534591195,1.0182339216879692,859,879,662,653,497,477,34,24,376,385,134,137,15,16,55,62,1.3,1.4,2.6,29.61,0.4354411764705882,2.9577,0.09,-0.07,0.02,1.0,0.0,0.0,107,8.2,0.0459870389,73,66,25.0,29.023600000000002,115.6483721343128,5,7,4,4,1,1,10.0,276.0,832500,894167,166,19,34,53,4,66,293,2103,1.8,2.7,4.5
73,197,2000.0,2.0,55.0,2003,35,14,8468535,64,8,8,4,16,15,53,0.25,-16.521384928716905,6.357,-5,-6.5,34,1363,52799,879.98333333333,880.23,880,13.749739583333334,22.95,0.48484848484848486,141,141,141,115,115,91,79,42,8,13,21,9.97,29.4176,63.4,204.4,13.932722129443441,344,258,524,0.39631336405529954,38,38,53,-15,24,17,14,40,0.05532503457814661,609,406,0.6,285,202,143,88,181,116,200,141,211,136,339,225,0,0,1,2,1,0,0,0,2,1,0,0,0,5,0,0,2,22,6,3,7,7,11,0,57,17,15,17,17,0,14,14,0,-2,-2.7640000000000002,17,0,0,0,0,806,909,603,683,437,475,40.95,44.36,33,38,0.07551487414187644,0.92,0.9955148741418764,801,907,598,682,435,474,33,37,369,438,153,172,22,21,70,68,0.0,0.8,0.8,14.9,0.2328125,2.2563,0.4,-0.51,-0.12,2.0,1.0,1.0,112,3.0588235294117645,0.0459641256,61,73,12.6,15.4472,116.90126444224805,3,2,1,0,0,0,0.0,0.0,1750000,1750000,1046,228,287,515,-49,622,1836,17608,30.5,16.6,47.1
72,212,2004.0,2.0,53.0,2006,33,10,8471266,28,4,1,1,5,20,58,0.17857142857142858,-7.8844621513944215,2.293,-5,-3.6,10,292,11711,195.18333333333,195.18,195,6.970833333333333,11.93,1.0,49,49,49,41,41,33,24,14,1,1,2,2.24,34.1212,2.0,51.0,15.67783584383646,66,54,45,0.5945945945945946,23,23,17,6,8,9,0,7,0.044585987261146494,4,6,0.4,3,0,1,1,0,5,1,3,2,0,3,5,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,1,2,5,3,0,3,7,6,1,13,5,1,5,5,0,1,1,0,-4,-2.196,5,0,0,0,0,135,200,108,150,82,103,5.77,9.09,5,9,0.06097560975609756,0.912621359223301,0.9735969689793986,135,199,108,149,81,103,5,9,60,106,24,48,3,6,20,10,0.4,0.0,0.4,2.06,0.07357142857142858,0.9051,0.12,-0.06,0.06,0.0,0.0,0.0,40,4.6,0.0563186813,18,15,4.0,4.5608,102.98186289578851,2,0,0,1,0,0,4.0,195.0,700000,700000,530,124,112,236,-31,216,1378,7795,17.0,7.5,24.5
70,185,2012.0,6.0,158.0,2015,23,3,8477006,1,0,0,0,0,31,76,0.0,-0.125,0.0,1,-0.4,4,9,323,5.3833333333333,5.38,5,5.383333333333334,8.95,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2,1,0.0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,-2,-1.005,2,0,0,0,0,2,7,2,7,2,7,0.11,0.25,1,0,0.5,1.0,1.5,2,7,2,7,2,7,1,0,2,4,1,2,0,0,2,0,0.0,0.0,0.0,-0.35,-0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0,1,-0.4,-0.20099999999999998,100.37174721189591,0,0,0,0,0,0,0.0,0.0,892500,775833,9,0,1,1,1,8,8,67,-0.1,0.1,0.0
75,210,2012.0,6.0,161.0,2016,23,2,8477009,48,3,8,5,11,19,89,0.22916666666666666,-4.085714285714285,3.843,17,3.3,38,943,47476,791.26666666667,791.27,791,16.48472222222222,27.76,0.2558139534883721,115,115,115,81,81,48,23,3,2,7,9,1.98,53.6667,81.1,196.1,14.8697663250218,242,299,272,0.4708171206225681,95,94,63,31,33,33,4,61,0.09838709677419355,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,6,25,0,1,14,6,0,0,27,16,12,16,14,2,13,11,2,-4,1.484,14,2,0,0,0,774,749,578,559,402,428,32.59,29.4,43,32,0.10696517412935323,0.9252336448598131,1.0321988189891662,776,749,580,558,404,427,43,31,381,341,137,127,20,15,66,62,0.5,2.4,2.9,18.05,0.37604166666666666,0.5872,0.14,0.0,0.13,0.0,0.0,0.0,196,7.071428571428571,0.0178571429,63,65,7.2,11.2968,115.48523260075575,2,3,1,1,1,0,4.0,195.0,700000,812500,83,3,19,22,27,73,98,1436,0.9,4.7,5.6
72,182,2012.0,6.0,162.0,2015,23,3,8477010,3,0,0,0,0,36,69,0.0,-1.1470588235294117,0.0,2,-0.4,2,51,2102,35.033333333333,35.03,35,11.677777777777777,19.35,0.0,4,4,4,4,4,4,1,0,0,0,0,0.12,40.5,0.0,4.0,6.851270339708821,7,13,9,0.4375,2,2,2,0,0,0,1,2,0.10526315789473684,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,1,0,0,0,0,-1,-1.036,1,0,0,0,0,25,25,21,17,17,16,0.56,0.79,2,0,0.11764705882352941,1.0,1.1176470588235294,25,25,21,17,17,16,2,0,9,10,0,6,0,0,3,2,-0.1,0.1,0.0,0.5,0.16666666666666666,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,6,3.0,0.0,0,0,-0.2,-0.2072,85.64087924636027,0,0,0,0,0,0,4.0,195.0,660000,680000,71,8,18,26,-22,62,71,1035,1.0,0.6000000000000001,1.6
72,185,2012.0,6.0,156.0,2015,24,3,8477015,82,14,14,10,28,11,41,0.34146341463414637,-10.696629213483149,11.266,0,0.8,18,1790,73866,1231.1,1230.42,1231,15.01341463414634,24.97,0.509090909090909,203,203,203,172,172,119,136,63,5,8,13,14.61,27.3697,187.0,390.0,19.017896328083093,412,390,407,0.503052503052503,23,23,85,-62,53,26,45,28,0.029166666666666667,59,93,0.3881578947368421,18,24,14,27,27,42,10,33,27,25,36,58,0,0,5,2,2,0,0,0,1,0,3,2,0,8,0,0,3,50,10,3,5,23,16,0,62,9,11,9,9,0,11,11,0,2,0.537,9,0,0,0,0,1100,1225,830,932,581,655,57.2,67.13,55,68,0.09466437177280551,0.8961832061068702,0.9908475778796757,1103,1231,831,939,584,661,55,68,605,639,236,239,29,37,71,56,0.9,1.2,2.1,29.39,0.35841463414634145,2.2931,-0.30000000000000004,0.12,-0.18,1.0,0.0,0.0,69,7.555555555555555,0.0546875,111,101,26.2,28.1074,113.37592041741843,7,4,2,2,2,0,4.0,195.0,2100000,2100000,171,35,35,70,1,28,269,2665,4.0,2.6,6.6
